path	baseline_blob	batch	status	evidence	kind
android-tv/app/src/main/res/values/styles.xml	9af1dfc6fc34a77d7ba97824adb53d58207bccfa	B06	unreviewed		configuration
android-tv/app/src/main/res/xml/network_security_config.xml	958b8395fcbada60891d629d50c3198c19a4fefe	B06	unreviewed		configuration
android-tv/app/src/store/AndroidManifest.xml	be5946fec6fc4dc9946b98a689483f66ba2479f8	B06	unreviewed		configuration
android-tv/app/src/test/kotlin/org/lessoncue/tv/ApkIdentityPolicyTest.kt	4949f4b39d28d21fc19892e2e35fdeb2116b6225	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/LessonCueDiscoveryTest.kt	ed8165e8e34a6ce43901427ce65a9c5abf1b84a2	B01	reviewed	Four URL-format tests inspected; lacks multi-service/callback lifecycle tests	test
android-tv/app/src/test/kotlin/org/lessoncue/tv/ManifestInstantParserTest.kt	1fc7a08a1df4662580dbdc0ed04d5897b989da3d	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/PlaybackRemoteKeyStateTest.kt	3828377804b01eb206391f4e53c44205e0d07188	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/PlaybackRoutingTest.kt	876163e79454c9ef87cf3e1ea62898728810957e	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/ScheduleCoordinatorTest.kt	da9abba219df0b9fae17199a18562aa17a0e49aa	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/ServerUrlPolicyTest.kt	c80adc71bd323e633e0cde37bf7294cb3ae9f1d9	B01	verified	BUG-001 reproduced/fixed; 45 sideload + 45 store unit tests passed 2026-09-14; checkpoint has evidence	test
android-tv/app/src/test/kotlin/org/lessoncue/tv/SignageManifestTest.kt	c083dbc5b77bc4f918cc382657a4ce610c73de11	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/TvUiModelsTest.kt	0970dff7023c57e183f58d22a63247d6cc211775	B06	unreviewed		test
android-tv/app/src/test/kotlin/org/lessoncue/tv/UpdateManifestTest.kt	fe19f806ff81eead1b140f6a3b1c86190b74249c	B06	unreviewed		test
android-tv/branding/launcher-icon.svg	80c8b6d51d4a7671cc03f59c7369c04f6ac82da5	B06	unreviewed		asset
android-tv/branding/tv-banner.svg	b6f36da64ea1cff9c0dee0e0f85b011805a63fe3	B06	unreviewed		asset
android-tv/build.gradle.kts	1ee98bf6e551dcf6b762f5b14ea5aa0560b212e1	B06	unreviewed		source
android-tv/gradle.properties	18825f968c6a47c3e86e7dea7949d0f3f842bab2	B06	unreviewed		configuration
android-tv/settings.gradle.kts	abf925c63217c6e9eed810d0918ec21f2293a25e	B06	unreviewed		source
app/chatgpt-auth.ts	8d1fb3534463fb53fc0ff10ce6d5eccebf5964fa	B15	unreviewed		source
app/globals.css	a454cc38fdb02bcce7010a6f62f5c40cf0319c14	B15	unreviewed		source
app/layout.tsx	c6cbcf5be710214b8ec362c157628239ebce4ffa	B15	unreviewed		source
app/page.tsx	45d1099f83f2fc63ee62f0e4fc3082953ad59b86	B15	unreviewed		source
branding/README.md	d0496d0c3ddf59c454edf86f91c3fd73a06f2a55	B16	unreviewed		documentation
branding/source/lessoncue-banner.svg	b6f36da64ea1cff9c0dee0e0f85b011805a63fe3	B16	unreviewed		asset
branding/source/lessoncue-icon.svg	80c8b6d51d4a7671cc03f59c7369c04f6ac82da5	B16	unreviewed		asset
branding/source/lessoncue-wordmark.svg	2043c58b44e61766065e35fb777675836ad61218	B16	unreviewed		asset
branding/store/android-tv-banner-320x180.png	997cd6581196eaa30ee311d61f9ab823c8588384	B16	unreviewed		asset
branding/store/fire-tv-banner-1280x720.png	1b776ff50c0390a0041b8483cd7cba8a2ec69213	B16	unreviewed		asset
branding/store/fire-tv/README.md	21151151bf39606bed5095c2f872f62a5f50aff1	B16	unreviewed		documentation
branding/store/fire-tv/app-icon-1280x720.png	1b776ff50c0390a0041b8483cd7cba8a2ec69213	B16	unreviewed		asset
branding/store/fire-tv/background-1920x1080.png	64f5cbec673e7bab5cc988a11afc7a279547f8c0	B16	unreviewed		asset
branding/store/fire-tv/featured-content-background-1920x720.png	09855b76b57ffd601153abc39ee64bab1aa407ff	B16	unreviewed		asset
branding/store/fire-tv/featured-content-logo-640x260.png	285495a5e71196d93e6bbce269ff18f26ccaf247	B16	unreviewed		asset
branding/store/fire-tv/screenshots/lesson-1920x1080.png	77ddf65d060705a2ce892cda6bf88d5375f28bab	B16	unreviewed		asset
branding/store/fire-tv/screenshots/library-1920x1080.png	ac53b2e34ee3a3ee29087f193537509a2c97364f	B16	unreviewed		asset
branding/store/fire-tv/screenshots/playback-1920x1080.png	e702f288736684e786bd8ed2e4415399797ea72b	B16	unreviewed		asset
branding/store/fire-tv/source/background-generated.png	92cbce2b8cadfaa98f832bec62ba02b1cd844bd2	B16	unreviewed		asset
branding/store/fire-tv/source/featured-background-generated.png	6ebb7dd014147c235157bdc80a1020552ae4aeaf	B16	unreviewed		asset
branding/store/fire-tv/source/featured-logo.html	2153c2a5f9a8e268f4a3539f897c8665a0221478	B16	unreviewed		source
branding/store/fire-tv/source/screens.html	d3fbf02cbbc1efffc71900212e665e6106b6323b	B16	unreviewed		source
branding/store/google-play-app-icon-512.png	9a36c0f1ddc5ae38197dae48be78cd9c60f84fc9	B16	unreviewed		asset
branding/store/google-play-feature-graphic-1024x500.png	5fecba4aa9b682d7a62e9b6fbce2e44ebedf8bc9	B16	unreviewed		asset
branding/web/lessoncue-icon-512.png	9a36c0f1ddc5ae38197dae48be78cd9c60f84fc9	B16	unreviewed		asset
branding/web/social-card-1600x900.png	8a5e2435e5da36b0d9c1de4236982999c937950c	B16	unreviewed		asset
build/sites-vite-plugin.ts	26563fdd77ff1027eeb08917d15d733da79a560a	B16	unreviewed		source
compose.yaml	0a6c38c08f043f3bd225f9c9d7d7c127ccb04cd4	B16	unreviewed		configuration
db/index.ts	428e42ec4f1159d91e99221bedd11e29653483dd	B15	unreviewed		source
db/schema.ts	d2dd83cd250ecaa6ac022559fc9640271f2b2dd5	B15	unreviewed		source
docker/avahi-service.xml	0f1898ea9a13a0d3f6febc5c521ebc6b4a9cfe98	B01	unreviewed		configuration
docs/accessibility.md	5e9b50da319fdc7d80ed880873941a2fa16ecdfd	B16	unreviewed		documentation
docs/account-self-service.md	5d162554da828aed05dd0545cc77d0f7da4347ac	B16	unreviewed		documentation
docs/activities-assets-and-sound.md	79f9213de087adb37696f813d6aab723c309dfb5	B16	unreviewed		documentation
docs/activities-fun-plan.md	3d9ff2e898fc6fd6dcb3c1601b8523c471eb74fb	B16	unreviewed		documentation
docs/activities-games-architecture.md	3cbba0c7e2a252412bf7a9a6d256c57e15447b2d	B16	unreviewed		documentation
docs/activities-games-todo.md	c95e4ecb3c87aac917258fb8bbbf2d2ff212b35c	B16	unreviewed		documentation
docs/ai-real-use-stress-test-playbook.md	488d4930af891567b42ae8db8b458a1e77b0fc67	B16	unreviewed		documentation
docs/ai-ui-evaluation-brief.md	6b9a700caa4a4d1bab3ce2123a62b50d2b0ede58	B16	unreviewed		documentation
docs/android-tv-updater.md	1faa7fde1b9b1814a291face30f20f7a87172cdd	B16	unreviewed		documentation
docs/android-tv.md	33fc4ab9c52bbf63d80f13cf0af15b9ff54a155b	B16	unreviewed		documentation
docs/apple-tv.md	c49b599b6d2bc0c289e712044339d6ae97185dd4	B16	unreviewed		documentation
docs/audience-interaction.md	c4edbbbd5325a12d1b0f8b057e5d1b5f81d85dc8	B16	unreviewed		documentation
docs/browser-player.md	2ff07942f342def84d42a9a2c1dc4182e3c06802	B16	unreviewed		documentation
docs/display-compatibility.md	f7fc41cdd3a2d8fd2aa3c0e1a2b98c677c3c293c	B16	unreviewed		documentation
docs/feature-roadmap.md	eb6d71ecc27797e8b906b6bfdb749e075787c8d3	B16	unreviewed		documentation
docs/implementation.md	7157cbe94532cfd02b2e382381cabfd89735c8df	B16	unreviewed		documentation
docs/installation.md	10865afcc21daab79ebd8f14b005ae3413c22a2e	B16	unreviewed		documentation
docs/local-network-security.md	5af58f713f7ff0c8c15abc7f4de701663d9e43b1	B16	unreviewed		documentation
docs/presentation-animation-preservation.md	0679e10e4ad0e25cb890b08ffb5aca0ce711a57a	B16	unreviewed		documentation
docs/protocol-contract.md	6fc51cce19da1383616517b925877b775b5718e8	B16	unreviewed		documentation
docs/release-signing.md	d938d568eb5e4d5cc050a79c8480c5471f2db475	B16	unreviewed		documentation
docs/reliability-review-2026-09-12.md	de65ca1774109d97ae2898e188b074f54bbe6b7f	B16	unreviewed		documentation
docs/run-of-show.md	6d6f1f49a5ebada38b400a79ccb5f4fa72494f4f	B16	unreviewed		documentation
docs/security.md	794d0a71029b8c75ac24f8499721e7e646fd8ad7	B16	unreviewed		documentation
docs/signage-studio.md	dd11acf94f495dd7d87422413454e2efa888473e	B09	unreviewed		documentation
docs/signage.md	3b88d315ae56e55aeb73fff058190a6d5d6b71f3	B09	unreviewed		documentation
docs/troubleshooting.md	3d6f773a033a1fa7982278a013341f03bc356c25	B16	unreviewed		documentation
docs/ui-evaluation-report-2026-08-10.md	ad42f6b061ab533343cc065173d894f0d2cf7cad	B16	unreviewed		documentation
docs/uploads.md	6b9a21af37cd48fa98167b5d4e4bd60e1f883fcd	B16	unreviewed		documentation
docs/url-shortener.md	517629f009cdb605f2040659e6839e88f263c8c9	B11	unreviewed		documentation
drizzle.config.ts	c2b2f34376984744343453838ce66658ad9d9b6a	B16	unreviewed		source
drizzle/meta/_journal.json	4377507400414768c5915808bf080a1403cf6cb3	B15	unreviewed		configuration
eslint.config.mjs	f97e4994d3184cab91610832983debc484a74a75	B16	unreviewed		source
examples/d1/app/api/notes/route.ts	07f8318c3c290d68163e95aa3e170ad92a235f27	B16	unreviewed		source
examples/d1/db/schema.ts	7bb0c157110799b9b53c767517e0d192b7201f2e	B16	unreviewed		source
github-pages/.nojekyll	8b137891791fe96927ad78e64b0aad7bded08bdc	B16	unreviewed		unclassified
github-pages/404.html	a0bbbc421dc70f4917a14e06ebed21bc81a59dfb	B16	unreviewed		source
github-pages/assets/lessoncue-banner.svg	b6f36da64ea1cff9c0dee0e0f85b011805a63fe3	B16	unreviewed		asset
github-pages/assets/lessoncue-icon.svg	80c8b6d51d4a7671cc03f59c7369c04f6ac82da5	B16	unreviewed		asset
github-pages/implementation.html	6b1277a55ec42989288ddbac0814fc5665f96282	B16	unreviewed		source
github-pages/index.html	35f19967155072faeae60df7a3a7b935e5be5a2e	B16	unreviewed		source
github-pages/install.html	0ce78fdf156eb4cc9d55bd44a00500ba59b86681	B16	unreviewed		source
github-pages/privacy.css	5ee6c3e0b55f45f1c5ec5bbd73a79144761c3974	B16	unreviewed		source
github-pages/roadmap.html	6231c080fe1ba2b18e1985f844440662f2f71bf6	B16	unreviewed		source
github-pages/styles.css	fc0ddcdaa32cf5399f0437bf112c834b8dce5d13	B16	unreviewed		source
installers/linux/install-latest.sh	c85cfdd089955454473992d8c2c998aa1ccf0d17	B12	unreviewed		script
installers/linux/install.sh	b48d4e7c81fd2d11ec8d982e9ede220f2fe2b03d	B12	unreviewed		script
installers/linux/lessoncue-cloudflared.service	021d1117d0571e62e8d8ede479c7fbf401387f00	B12	unreviewed		script
installers/linux/lessoncue-media-worker	948e5754c4263fc943b48fc2dc5b41d25c5e5592	B12	unreviewed		script
installers/linux/lessoncue-render.rules	4c3f782ff9b7ff44d8c8eee3afd2fd75043bd895	B12	unreviewed		script
installers/linux/lessoncue-update	1439512c32385d43a7442644253f76926644c0f0	B01	partial	local-address operation lines 812-901; entire updater not reviewed	script
installers/linux/lessoncue-update-recovery.service	6ea04c8a7afbfeb50be20bb8d75a1a007785b738	B12	unreviewed		script
installers/linux/lessoncue-update.path	21f7e2e5163fe949a1c968affc0413274970a052	B12	unreviewed		script
installers/linux/lessoncue-update.service	c62afd176fa7a137379e34af8f22b9bc63ecb4c5	B12	unreviewed		script
installers/linux/lessoncue.service	97d8bc7c6122b7ebff1eafdcf513b66de1d90429	B12	unreviewed		script
installers/linux/repair-updater.sh	8b02857bf5c386a39d8fbee8b4323cad0563f6b0	B12	unreviewed		script
installers/linux/uninstall.sh	6628cccae4f530e6f1b58b753e9f0b6ab17cf707	B12	unreviewed		script
installers/release-signing-public.pem	57676796dafd07ca1655f3916ecf7eb86cb0b6b4	B12	unreviewed		script
installers/windows/Install-LessonCue.ps1	22ed6a45c402e1c59a9e5b197772bac4481f3e48	B12	unreviewed		script
installers/windows/Uninstall-LessonCue.ps1	87d8f8030aac18ed8134c4d468aa01c72c05fa0e	B12	unreviewed		script
next.config.ts	e9ffa3083ad279ecf95fd8eae59cb253e9a539c4	B16	unreviewed		source
package-lock.json	9562dfd2e513984a35d37f8169eb0a48a2d797d7	B16	unreviewed		dependency-lock
package.json	9481262378b76fbf91c38ad90cc066a7ff7372c4	B16	unreviewed		configuration
playwright.config.ts	74b2297d620efd9e7eb67b5a7ea22e80c3b6616e	B16	unreviewed		source
privacy.md	a7b9c950a874240ba26c9a482346370900d60dc7	B16	unreviewed		documentation
protocol/discovery.md	58a585f857a9872c1636c772b2ca8b51fed6ea06	B16	unreviewed		documentation
protocol/fixtures/manifest-v1-current.json	9f1d65ea66e86d34df5bc84344eaa45881977a50	B16	unreviewed		configuration
protocol/fixtures/manifest-v1-future-additive.json	31ca26aae1218ddd8fa21e45dd669b73aaae0765	B16	unreviewed		configuration
protocol/fixtures/manifest-v1-minimum.json	02287577e93b63e9a8023196d4b2163e39b448dc	B16	unreviewed		configuration
protocol/manifest.schema.json	d56cc096695dc09782d21c6755a23f0854339a8d	B16	unreviewed		configuration
protocol/openapi.yaml	435673a1191eb8d59c7dc582cc68b0c113a81299	B16	unreviewed		configuration
protocol/pairing.md	b231aefdafbf1f2e0cd8a27d371a4e4bc6a97b4e	B16	unreviewed		documentation
protocol/playback-rules.md	2b38286a083a7821bbec590214dac864b4d4ae97	B16	unreviewed		documentation
public/apple-touch-icon.png	b64a0be94c4aeccbab7a7af7e165916ec1a6d251	B16	unreviewed		asset
public/favicon.svg	80c8b6d51d4a7671cc03f59c7369c04f6ac82da5	B16	unreviewed		asset
public/file.svg	004145cddf3f9db91b57b9cb596683c8eb420862	B16	unreviewed		asset
public/globe.svg	567f17b0d7c7fb662c16d4357dd74830caf2dccb	B16	unreviewed		asset
public/lessoncue-banner.svg	b6f36da64ea1cff9c0dee0e0f85b011805a63fe3	B16	unreviewed		asset
public/lessoncue-icon-192.png	a24ce21fadbbde07c645691f535f06848afa01fd	B16	unreviewed		asset
public/lessoncue-icon-512.png	9a36c0f1ddc5ae38197dae48be78cd9c60f84fc9	B16	unreviewed		asset
public/og.png	8a5e2435e5da36b0d9c1de4236982999c937950c	B16	unreviewed		asset
public/window.svg	b2b2a44f6ebc70c450043c05a002e7a93ba5d651	B16	unreviewed		asset
run1.txt	4fd064a62787bd98a103d73d8ce12cd9e380c153	B16	unreviewed		documentation
run2.txt	97e2af60f338a151b7a018c41a185ebfbbbead6f	B16	unreviewed		documentation
run3.txt	a44851dfcc92deb937a203cdc9f6cd348b44ef65	B16	unreviewed		documentation
run4.txt	dca8252fdcb0244ebcd9354b0a16a461f47ee910	B16	unreviewed		documentation
scripts/__pycache__/generate-third-party-notices.cpython-313.pyc	b53990235479a330f2cb91fb002bbef54e7ed1a0	B12	unreviewed		script
scripts/ai-real-use-fixtures.mjs	46eeb231dd0bb0e7541d315b0bb4677330f72f36	B12	unreviewed		script
scripts/ai-real-use-runner.mjs	b939ffaec09ec56cb0404896f242b454c388a50d	B12	unreviewed		script
scripts/build-audio-manifest.mjs	777f01c1b73e106e3e99a64393497e897a617fba	B12	unreviewed		script
scripts/build-github-pages.mjs	e87df831226b124e20e4b95971fcd53817d7fadb	B12	unreviewed		script
scripts/check-amazon-publish.mjs	5e8fbcf1bbb21754e312a0bc807ec89214589e66	B12	unreviewed		script
scripts/check-bundle-budget.mjs	3197db987ca1bb83db64c89b6d436b7de95b7eee	B12	unreviewed		script
scripts/check-shortener-compose.mjs	355406ea84fa3380e49529e9db93e2defc1a6b75	B11	unreviewed		script
scripts/extract-release-notes.sh	4a7261759c70af48e916333434f22fe58c3c8825	B12	unreviewed		script
scripts/generate-third-party-notices.py	c8a3dc1f50f6c9ffdaff80846b4a3c15fac63276	B12	unreviewed		script
scripts/install-trivy.sh	27c2b4c89e01f22a464964c3f201d4ed7d28f736	B12	unreviewed		script
scripts/prepare-e2e-data.mjs	bb333031d8f87daec706756e2a098ba9de4da942	B12	unreviewed		script
scripts/publish-amazon-appstore.sh	b56e3bb3143b3113b584885ea79512b985908d7d	B12	unreviewed		script
scripts/remove-shlink-web-client.sh	cb84fd2a8cb5563d58140decd6a4de69efeadb4a	B11	unreviewed		script
scripts/shortener-install.sh	23fd7119a097daf3500d654e45af3a323ad2a271	B11	unreviewed		script
scripts/shortener-update.sh	20f85dc029fdfadd420c09e47dd5a99b20c7fd49	B11	unreviewed		script
scripts/validate-protocol-contract.mjs	ddd86d579a28fb3ff42b54eb236e74b781e938f3	B12	unreviewed		script
server/LessonCue.Server.Tests/AccountEmailServiceTests.cs	ce0bdc3f46eeed8034f1e6b79578b274e355a7b7	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivityAutoPilotTests.cs	6df717b2c3214ac4b4fa6d16d13846cf8736d8e4	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivityIdentityTests.cs	d041b66b3cd4dde474fa2f98f00b5706ac425646	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivityJoinAddressTests.cs	85baedf7dcd53da2ee42bc2f43d8282172ef8b6a	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivityRelationshipMappingTests.cs	ef3eb1d3d2359f5efff806d118592aae85d6e1f3	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivityServiceTests.cs	07a3803ea602c1d5b76b92fb8002aa88c05bbf36	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivitySessionGroupTests.cs	4eb217c8c6fd4dae63b0fdd41f805492da863710	B14	unreviewed		test
server/LessonCue.Server.Tests/ActivitySessionServiceTests.cs	f3e4a49b7eeabdcbd3193c57fe89d58b5343bb1b	B14	partial	BUG-014..020 focused review and regression evidence in checkpoint; remaining paths unreviewed	test
server/LessonCue.Server.Tests/ActivityValidationTests.cs	ca1765feef4d35c404da8398d64ddd0b4b4cc14a	B14	unreviewed		test
server/LessonCue.Server.Tests/AdaptiveTranscodeTests.cs	42b50d03677261c182163b4b859736f3d31ad73a	B14	unreviewed		test
server/LessonCue.Server.Tests/AdminCredentialPolicyTests.cs	fd878ebf14cc7c9289ccd8c4da3ddfdf6405041a	B14	unreviewed		test
server/LessonCue.Server.Tests/AdminMfaServiceTests.cs	e700364ba33d8213baea8547aed9319ab5be002e	B14	unreviewed		test
server/LessonCue.Server.Tests/AdminRecoveryCommandTests.cs	9385dbbb749c47cef0179d7d2d4acc74ae122008	B14	unreviewed		test
server/LessonCue.Server.Tests/AnimalActivityPackTests.cs	2307e20d1b29b682e759ece5c3099c6a0d460a11	B14	unreviewed		test
server/LessonCue.Server.Tests/AudienceInteractionTests.cs	3eabb5bc62d0049d3d1a93ab59a48bc30b50df52	B14	unreviewed		test
server/LessonCue.Server.Tests/BackupPolicyServiceTests.cs	a3a8efecb0905c7bdb23d1ccc5288f1821bfec8b	B14	unreviewed		test
server/LessonCue.Server.Tests/BackupServiceTests.cs	3f9c65db70080761b72d40f882c508239e1c000e	B14	unreviewed		test
server/LessonCue.Server.Tests/CloudflareTunnelServiceTests.cs	02ae08e31e2dc4092ea872dac2bad00a620f231e	B14	unreviewed		test
server/LessonCue.Server.Tests/ConstrainedProcessRunnerTests.cs	495c43d03a54250f15a603fd01592e97b541ae61	B14	unreviewed		test
server/LessonCue.Server.Tests/ControllerAccessPolicyTests.cs	61ce86554705e06759db7adac797efe47fd4bcd3	B14	unreviewed		test
server/LessonCue.Server.Tests/ControllerSessionServiceTests.cs	7ddbf5e25f5e52e4d792354e3ccabe33e25bc556	B14	unreviewed		test
